Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,MRP_per_unit_Weight,Outlet_Age,Item_Category,Outlet_Age_Binned,Outlet_Total_Sales,Outlet_Identifier_Encoded,Outlet_Type_Encoded,Outlet_Size_Encoded,Outlet_Location_Type_Encoded,Outlet_Age_Encoded,Outlet_Age_Binned_Encoded,OutletType_Size,OutletType_Location,OutletType_AgeBinned,OutletSize_AgeBinned,OutletLocation_AgeBinned,OutletType_Size_Encoded,OutletType_Location_Encoded,OutletType_AgeBinned_Encoded,OutletSize_AgeBinned_Encoded,OutletLocation_AgeBinned_Encoded
NCW18,15.1,Low Fat,0.059275452,Household,238.9248,OUT013,1987,High,Tier 3,Supermarket Type1,6636.6944,NC,15.822834437086094,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDI12,9.395,Regular,0.100555034,Baking Goods,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.428,FD,9.460947312400213,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDQ14,9.27,Low Fat,0.061775607,Dairy,150.105,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,FD,16.192556634304207,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDQ55,13.65,Regular,0.012974937,Fruits and Vegetables,115.9834,OUT027,1985,Medium,Tier 3,Supermarket Type3,2994.7684,FD,8.496952380952381,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDG26,18.85,Low Fat,0.042614361,Canned,255.333,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,FD,13.54551724137931,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCW29,14.0,Low Fat,0.050535312,Health and Hygiene,130.031,OUT019,1985,Small,Tier 1,Grocery Store,129.831,NC,9.287928571428571,24,Non-Consumable,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDK27,11.0,Low Fat,0.008944844,Meat,122.3756,OUT035,2004,Small,Tier 2,Supermarket Type1,2059.9852,FD,11.125054545454546,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
DRL49,13.15,Low Fat,0.056418354,Soft Drinks,142.4812,OUT035,2004,Small,Tier 2,Supermarket Type1,2422.1804,DR,10.835072243346007,5,Drinks,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDK26,5.46,Regular,0.032227432,Canned,186.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,1864.24,FD,34.216849816849816,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDT14,10.695,Regular,0.127108578,Dairy,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.412,FD,11.289761570827489,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDW19,12.35,Regular,0.064441812,Fruits and Vegetables,110.957,OUT010,1998,Small,Tier 3,Grocery Store,219.714,FD,8.984372469635627,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDF22,6.865,Low Fat,0.057152139,Snack Foods,211.8218,OUT017,2007,Small,Tier 2,Supermarket Type1,4915.6014,FD,30.85532410779315,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCQ43,17.75,Low Fat,0.11147467,Others,108.0912,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.868,NC,6.089645070422535,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCA42,6.965,Low Fat,0.028410335,Household,158.0604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4595.3516,NC,22.693524766690594,24,Non-Consumable,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDG08,13.15,Regular,0.1977458405,Fruits and Vegetables,172.0764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,FD,13.085657794676806,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
NCP17,19.35,Low Fat,0.027714371,Health and Hygiene,65.3168,OUT010,1998,Small,Tier 3,Grocery Store,191.7504,NC,3.3755452196382425,11,Non-Consumable,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDS19,13.8,Regular,0.064207277,Fruits and Vegetables,76.0012,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192,FD,5.5073333333333325,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
DRQ35,9.3,Low Fat,0.042463728,Hard Drinks,121.9388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1114.5492,DR,13.111698924731181,0,Drinks,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDR25,17.0,Regular,0.139521931,Canned,266.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,5034.7796,FD,15.699317647058823,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
NCB43,20.2,Low Fat,0.1000041825,Household,187.1898,OUT013,1987,High,Tier 3,Supermarket Type1,2993.4368,NC,9.266821782178218,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDQ28,14.0,Regular,0.060768862,Frozen Foods,154.8656,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,FD,11.061828571428572,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDK24,9.195,Low Fat,0.101294945,Baking Goods,46.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,1086.5856,FD,5.032561174551386,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
NCN06,8.39,Low Fat,0.120474481,Household,165.5868,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,NC,19.73620977353993,5,Non-Consumable,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDS08,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,OUT035,2004,Small,Tier 2,Supermarket Type1,1587.933,FD,31.026503923278117,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDP27,8.155,Low Fat,0.119351235,Meat,190.153,OUT013,1987,High,Tier 3,Supermarket Type1,4933.578,FD,23.31735131820969,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDE11,17.7,Regular,0.1977458405,Starchy Foods,185.7924,OUT010,1998,Small,Tier 3,Grocery Store,370.1848,FD,10.496745762711864,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
NCX30,16.7,Low Fat,0.026620627,Household,249.2776,OUT046,1997,Small,Tier 1,Supermarket Type1,4210.5192,NC,14.926802395209583,12,Non-Consumable,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
DRI51,17.25,Low Fat,0.042480566,Dairy,173.4764,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,DR,10.056602898550725,2,Drinks,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDH31,12.0,Regular,0.020407296,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,FD,8.183683333333333,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,147.6102,OUT046,1997,Small,Tier 1,Supermarket Type1,4082.6856,FD,10.934088888888889,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDJ04,18.0,Low Fat,0.124348482,Frozen Foods,118.3124,OUT013,1987,High,Tier 3,Supermarket Type1,948.0992,FD,6.572911111111111,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDP01,20.75,Regular,0.063684145,Breakfast,151.7682,OUT017,2007,Small,Tier 2,Supermarket Type1,1372.2138,FD,7.314130120481928,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDY35,17.6,Regular,0.016092971,Breads,45.8402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,FD,2.604556818181818,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
DRC36,13.0,Regular,0.044976367,Soft Drinks,173.6054,OUT013,1987,High,Tier 3,Supermarket Type1,1751.054,DR,13.35426153846154,22,Drinks,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDZ55,6.055,Low Fat,0.025552424,Fruits and Vegetables,158.492,OUT017,2007,Small,Tier 2,Supermarket Type1,3994.8,FD,26.175392237819985,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDD11,12.85,Low Fat,0.030591255,Starchy Foods,251.404,OUT013,1987,High,Tier 3,Supermarket Type1,2277.036,FD,19.564513618677044,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCJ29,10.6,Low Fat,0.035336287,Health and Hygiene,87.0224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1193.1136,NC,8.20966037735849,0,Non-Consumable,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDI52,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,FD,6.481668449197861,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCF06,6.235,Low Fat,0.020198354,Household,257.9962,OUT046,1997,Small,Tier 1,Supermarket Type1,517.9924,NC,41.37870088211708,12,Non-Consumable,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDG16,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,OUT046,1997,Small,Tier 1,Supermarket Type1,5608.6992,FD,14.250439344262295,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDX07,19.2,Regular,0.022954444,Fruits and Vegetables,184.495,OUT049,1999,Medium,Tier 1,Supermarket Type1,4028.09,FD,9.609114583333334,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,647.1576,FD,4.543330472103004,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDV36,18.7,Low Fat,0.044024163,Baking Goods,125.902,OUT010,1998,Small,Tier 3,Grocery Store,126.502,FD,6.732727272727273,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
NCP14,8.275,Low Fat,0.110739031,Household,103.3306,OUT018,2009,Medium,Tier 3,Supermarket Type2,2404.2038,NC,12.48708157099698,0,Non-Consumable,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDJ12,8.895,Regular,0.039008625,Baking Goods,209.0296,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256,FD,23.499673974142777,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDL46,20.35,Low Fat,0.054277132,Snack Foods,117.3466,OUT018,2009,Medium,Tier 3,Supermarket Type2,824.9262,FD,5.76641769041769,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDL21,15.85,Regular,0.007160908,Snack Foods,39.348,OUT045,2002,Small,Tier 2,Supermarket Type1,719.064,FD,2.482523659305994,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCA30,19.0,Low Fat,0.129226104,Household,190.5872,OUT013,1987,High,Tier 3,Supermarket Type1,1890.872,NC,10.030905263157894,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCN26,10.85,Low Fat,0.028679894,Household,119.0808,OUT013,1987,High,Tier 3,Supermarket Type1,2343.616,NC,10.975188940092165,22,Non-Consumable,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDJ10,5.095,Regular,0.129479176,Snack Foods,139.7838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,FD,27.435485770363105,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCE18,10.0,Low Fat,0.021512619,Household,247.775,OUT018,2009,Medium,Tier 3,Supermarket Type2,3745.125,NC,24.7775,0,Non-Consumable,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDW21,5.34,Regular,0.005958918,Snack Foods,101.6358,OUT013,1987,High,Tier 3,Supermarket Type1,1709.1086,FD,19.03292134831461,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDA55,17.2,Regular,0.056941603,Fruits and Vegetables,222.5088,OUT013,1987,High,Tier 3,Supermarket Type1,5369.0112,FD,12.936558139534885,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
NCX30,16.7,Low Fat,0.026491715,Household,247.2776,OUT027,1985,Medium,Tier 3,Supermarket Type3,6191.94,NC,14.807041916167666,24,Non-Consumable,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDA20,6.78,Low Fat,0.066298469,Fruits and Vegetables,186.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6338.416,FD,27.555162241887906,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDT20,10.5,Low Fat,0.041360997,Fruits and Vegetables,39.5164,OUT013,1987,High,Tier 3,Supermarket Type1,926.7936,FD,3.7634666666666665,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,1999,Medium,Tier 1,Supermarket Type1,3048.6982,FD,15.176933333333332,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDU26,16.7,Regular,0.042792568,Dairy,118.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1549.3166,FD,7.1064790419161685,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
NCY54,8.43,Low Fat,0.177694846,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,NC,20.301565836298934,12,Non-Consumable,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDP26,7.785,Low Fat,0.139552827,Dairy,105.6306,OUT046,1997,Small,Tier 1,Supermarket Type1,418.1224,FD,13.568477842003853,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDK58,11.35,Regular,0.045052492,Snack Foods,102.6016,OUT049,1999,Medium,Tier 1,Supermarket Type1,3137.2496,FD,9.039788546255508,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
NCK53,11.6,Low Fat,0.037581243,Health and Hygiene,98.9042,OUT046,1997,Small,Tier 1,Supermarket Type1,1488.063,NC,8.526224137931035,12,Non-Consumable,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
