Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Base,Z_Score,IQR_Outlier,Z_Outlier,Visibility_Outlier,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
NCH55,16.35,Low Fat,0.060706749,Household,127.502,OUT019,1985,Small,Tier 1,Grocery Store,379.506,NCH,-0.19047812081204787,False,False,False,40,Household,340.3297227272727
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908,FDO,1.0117711275911303,False,False,False,23,Perishables,2192.384797631862
FDS59,14.8,Regular,0.076851759,Breads,111.857,OUT019,1985,Small,Tier 1,Grocery Store,109.857,FDS,0.13258940755486515,False,False,False,40,Staples,340.3297227272727
FDR59,14.5,Regular,0.063810405,Breads,263.2594,OUT013,1987,High,Tier 3,Supermarket Type1,2878.2534,FDR,-0.12837283423612503,False,False,False,38,Staples,2298.995255579399
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,2002,Small,Tier 2,Supermarket Type1,4454.202,FDS,0.22217624782218562,False,False,False,23,Perishables,2192.384797631862
FDT21,7.42,Low Fat,0.020387989,Snack Foods,247.1092,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.1564,FDT,-0.9972711881448493,False,False,False,21,Staples,2438.841866021505
NCR38,17.25,Low Fat,0.113518466,Household,253.5724,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448,NCR,0.8663035646748533,False,False,False,28,Household,2277.8442668817206
FDJ22,18.75,Low Fat,0.052917345,Snack Foods,190.6504,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.2528,FDJ,-0.34634693091073127,False,False,False,23,Staples,2192.384797631862
FDB57,20.25,Regular,0.018911474,Fruits and Vegetables,220.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,2446.1492,FDB,-1.0268167908819594,False,False,False,18,Perishables,2340.67526349892
FDR52,12.65,Regular,0.075981306,Frozen Foods,192.3846,OUT013,1987,High,Tier 3,Supermarket Type1,1910.846,FDR,0.11517132610000282,False,False,False,38,Perishables,2298.995255579399
NCO41,12.5,Low Fat,0.018848862,Health and Hygiene,96.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.8448,NCO,-1.0280696797984796,False,False,False,28,Household,2277.8442668817206
FDG47,12.8,Low Fat,0.116527666,Starchy Foods,261.4252,OUT010,1998,Small,Tier 3,Grocery Store,262.3252,FDG,0.9265187523001143,False,False,False,27,Staples,339.351661981982
FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,212.4586,OUT017,2007,Small,Tier 2,Supermarket Type1,2743.7618,FDB,-1.066172274511469,False,False,False,18,Perishables,2340.67526349892
FDY14,10.3,Low Fat,0.070040195,Dairy,263.0226,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.1616,FDY,-0.0037124681202223534,False,False,False,28,Perishables,2277.8442668817206
NCN55,14.6,Low Fat,0.059827007,Others,239.2538,OUT017,2007,Small,Tier 2,Supermarket Type1,3605.307,NCN,-0.20808207853895938,False,False,False,18,Household,2340.67526349892
FDV48,9.195,Regular,0.051827123,Baking Goods,77.4644,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.1592,FDV,-0.36816267007169995,False,False,False,16,Staples,1995.498739224138
FDA21,13.65,Low Fat,0.03595391,Snack Foods,185.2924,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.5708,FDA,-0.6857914415095344,False,False,False,21,Staples,2438.841866021505
FDZ27,7.935,Low Fat,0.017182935,Dairy,51.235,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895,FDZ,-1.0614054856189596,False,False,False,26,Perishables,2348.3546346236562
FDW58,20.75,Low Fat,0.007546808,Snack Foods,104.1622,OUT013,1987,High,Tier 3,Supermarket Type1,1693.7952,FDW,-1.254227895324477,False,False,False,38,Staples,2298.995255579399
FDH45,15.1,Regular,0.105831117,Fruits and Vegetables,41.6796,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.3124,FDH,0.7124769122835659,False,False,False,26,Perishables,2348.3546346236562
FDH38,6.425,Low Fat,0.018275994,Canned,115.2808,OUT019,1985,Small,Tier 1,Grocery Store,117.1808,FDH,-1.039532977055062,False,False,False,40,Staples,340.3297227272727
FDL43,10.1,Low Fat,0.027064381,Meat,76.367,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67,FDL,-0.8636741534047884,False,False,False,28,Perishables,2277.8442668817206
FDD38,16.75,Regular,0.008204465,Canned,100.3674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,FDD,-1.2410679393069088,False,False,False,40,Staples,3694.0385576470585
FDV02,16.75,Low Fat,0.06063976,Dairy,173.0106,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.3226,FDV,-0.1918185950921982,False,False,False,26,Perishables,2348.3546346236562
NCF31,9.13,Low Fat,0.051847425,Household,152.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192,NCF,-0.36775641965990674,False,False,False,28,Household,2277.8442668817206
NCN05,8.235,Low Fat,0.014518575,Health and Hygiene,182.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.235,NCN,-1.1147202992907794,False,False,False,16,Household,1995.498739224138
FDZ16,16.85,Regular,0.159722816,Frozen Foods,194.1478,OUT013,1987,High,Tier 3,Supermarket Type1,5812.434,FDZ,1.7908694308031348,False,False,False,38,Perishables,2298.995255579399
NCT18,14.6,Low Fat,0.05911748,Household,181.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448,NCT,-0.222279972141973,False,False,False,40,Household,3694.0385576470585
NCP50,17.35,Low Fat,0.020555958,Others,79.4618,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596,NCP,-0.9939100672987016,False,False,False,21,Household,2438.841866021505
FDW13,8.5,Low Fat,0.171383506,Canned,50.5324,OUT019,1985,Small,Tier 1,Grocery Store,207.7296,FDW,2.0242040832655848,False,False,False,40,Staples,340.3297227272727
NCS53,14.5,Low Fat,0.090286009,Health and Hygiene,159.9604,OUT017,2007,Small,Tier 2,Supermarket Type1,2218.4456,NCS,0.4014136413560952,False,False,False,18,Household,2340.67526349892
DRG03,14.5,Low Fat,0.061986574,Dairy,153.0998,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.5936,DRG,-0.1648683565881678,False,False,False,28,Perishables,2277.8442668817206
DRE60,9.395,Low Fat,0.160235723,Soft Drinks,227.872,OUT017,2007,Small,Tier 2,Supermarket Type1,1584.604,DRE,1.8011328866184046,False,False,False,18,Staples,2340.67526349892
FDK21,7.905,Low Fat,0.010032624,Snack Foods,248.3408,OUT045,2002,Small,Tier 2,Supermarket Type1,751.0224,FDK,-1.2044858120990762,False,False,False,23,Staples,2192.384797631862
FDF52,9.3,Low Fat,0.116928924,Frozen Foods,183.3292,OUT019,1985,Small,Tier 1,Grocery Store,364.8584,FDF,0.9345480709748907,False,False,False,40,Perishables,340.3297227272727
NCN43,12.15,Low Fat,0.011835436,Others,121.373,OUT019,1985,Small,Tier 1,Grocery Store,246.346,NCN,-1.1684108875898807,False,False,False,40,Household,340.3297227272727
FDW13,8.5,Low Fat,0.097884718,Canned,52.5324,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.4452,FDW,0.553466575074279,False,False,False,28,Staples,2277.8442668817206
FDW14,8.3,Regular,0.038204311,Dairy,87.7198,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.6158,FDW,-0.6407600981468218,False,False,False,21,Perishables,2438.841866021505
FDG24,7.975,Low Fat,0.014631149,Baking Goods,84.525,OUT046,1997,Small,Tier 1,Supermarket Type1,416.125,FDG,-1.112467652563501,False,False,False,28,Staples,2277.8442668817206
FDR19,13.5,Regular,0.160044589,Fruits and Vegetables,145.4102,OUT045,2002,Small,Tier 2,Supermarket Type1,3499.4448,FDR,1.7973082256880686,False,False,False,23,Perishables,2192.384797631862
NCG06,16.35,Low Fat,0.02930277,Household,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.2858,NCG,-0.8188831745355473,False,False,False,40,Household,3694.0385576470585
FDK10,5.785,Regular,0.040351229,Snack Foods,181.366,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.426,FDK,-0.5977994872914282,False,False,False,21,Staples,2438.841866021505
DRK12,9.5,Low Fat,0.042123243,Soft Drinks,32.09,OUT017,2007,Small,Tier 2,Supermarket Type1,432.77,DRK,-0.562340841975534,False,False,False,18,Staples,2340.67526349892
FDY55,16.75,Low Fat,0.081485126,Fruits and Vegetables,258.0988,OUT045,2002,Small,Tier 2,Supermarket Type1,8994.958,FDY,0.22530476819612938,False,False,False,23,Perishables,2192.384797631862
FDV04,7.825,Regular,0.149288779,Frozen Foods,158.4288,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.4472,FDV,1.5820805514850724,False,False,False,40,Perishables,3694.0385576470585
FDE23,17.6,Regular,0.053288857,Starchy Foods,46.006,OUT046,1997,Small,Tier 1,Supermarket Type1,326.242,FDE,-0.33891284052623166,False,False,False,28,Staples,2277.8442668817206
FDI08,18.2,Regular,0.066567121,Fruits and Vegetables,250.2092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.1104,FDI,-0.07320994337823614,False,False,False,16,Perishables,1995.498739224138
DRA12,11.6,Low Fat,0.068535039,Soft Drinks,143.0154,OUT010,1998,Small,Tier 3,Grocery Store,283.6308,DRA,-0.03383118769528778,False,False,False,27,Staples,339.351661981982
FDF22,6.865,Low Fat,0.057062186,Snack Foods,212.0218,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.9398,FDF,-0.2634071533978128,False,False,False,16,Staples,1995.498739224138
FDQ57,7.275,Low Fat,0.027991093,Snack Foods,145.976,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.424,FDQ,-0.8451303088764814,False,False,False,26,Staples,2348.3546346236562
FDP07,18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,OUT046,1997,Small,Tier 1,Supermarket Type1,392.822,FDP,0.39372495910925487,False,False,False,28,Perishables,2277.8442668817206
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,189.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.872,DRE,0.4830573275764191,False,False,False,21,Staples,2438.841866021505
DRF25,9.0,Low Fat,0.038892859,Soft Drinks,36.119,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57,DRF,-0.6269820019720914,False,False,False,38,Staples,2298.995255579399
DRF03,19.1,Low Fat,0.045270426,Dairy,38.8138,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484,DRF,-0.4993645642817842,False,False,False,38,Perishables,2298.995255579399
FDN51,17.85,Regular,0.020942867,Meat,260.2936,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.8976,FDN,-0.9861678773382794,False,False,False,21,Perishables,2438.841866021505
FDD21,10.3,Regular,0.030693756,Fruits and Vegetables,114.2176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.8344,FDD,-0.7910490382288506,False,False,False,16,Perishables,1995.498739224138
NCY42,6.38,Low Fat,0.015162573,Household,145.147,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087,NCY,-1.101833664836342,False,False,False,28,Household,2277.8442668817206
FDH28,15.85,Regular,0.11022810450000001,Frozen Foods,37.0506,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.7156,FDH,0.8004622330659756,False,False,False,40,Perishables,3694.0385576470585
NCZ29,15.0,Low Fat,0.119461188,Health and Hygiene,126.3362,OUT010,1998,Small,Tier 3,Grocery Store,503.3448,NCZ,0.9852195955916304,False,False,False,27,Household,339.351661981982
FDN60,15.1,Low Fat,0.095158081,Baking Goods,159.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.2872,FDN,0.49890557595790985,False,False,False,28,Staples,2277.8442668817206
NCW06,16.2,Low Fat,0.050545502,Household,191.6162,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.7458,NCW,-0.393808372909489,False,False,False,16,Household,1995.498739224138
NCS30,5.945,Low Fat,0.093405156,Household,129.3652,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.6168,NCS,0.46382890848216524,False,False,False,16,Household,1995.498739224138
FDW26,11.8,Regular,0.179191782,Dairy,224.2772,OUT010,1998,Small,Tier 3,Grocery Store,667.1316,FDW,2.18045052895541,False,False,False,27,Perishables,339.351661981982
FDQ01,19.7,Regular,0.160951491,Canned,256.1014,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.0168,FDQ,1.815455664903716,False,False,False,26,Staples,2348.3546346236562
FDH27,7.075,Low Fat,0.102157958,Dairy,145.0128,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,FDH,0.6389756633262297,False,False,False,40,Perishables,340.3297227272727
NCX41,19.0,Low Fat,0.017791458,Health and Hygiene,211.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.244,NCX,-1.0492287188306815,False,False,False,16,Household,1995.498739224138
FDH58,12.3,Low Fat,0.036997104,Snack Foods,115.9834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012,FDH,-0.6649167497510781,False,False,False,26,Staples,2348.3546346236562
DRB25,12.3,Low Fat,0.116261335,Soft Drinks,107.0938,OUT010,1998,Small,Tier 3,Grocery Store,214.3876,DRB,0.9211893720211618,False,False,False,27,Staples,339.351661981982
FDG45,8.1,Low Fat,0.12829573,Fruits and Vegetables,210.4902,OUT045,2002,Small,Tier 2,Supermarket Type1,5309.755,FDG,1.1620019975965648,False,False,False,23,Perishables,2192.384797631862
FDP11,15.85,Low Fat,0.069100548,Breads,216.6166,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.6154,FDP,-0.02251514670805755,False,False,False,28,Staples,2277.8442668817206
FDV19,14.85,Regular,0.035257037,Fruits and Vegetables,161.2578,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.9028,FDV,-0.6997361239653295,False,False,False,28,Perishables,2277.8442668817206
FDT32,19.0,Regular,0.065633934,Fruits and Vegetables,186.5214,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0568,FDT,-0.09188335501403784,False,False,False,28,Perishables,2277.8442668817206
NCU53,5.485,Low Fat,0.042743728,Health and Hygiene,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.4104,NCU,-0.5499247112119888,False,False,False,21,Household,2438.841866021505
NCA30,19.0,Low Fat,0.129309277,Household,188.8872,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.6568,NCA,1.1822834420907893,False,False,False,21,Household,2438.841866021505
FDH20,16.1,Regular,0.0249661495,Fruits and Vegetables,98.441,OUT017,2007,Small,Tier 2,Supermarket Type1,868.869,FDH,-0.9056605296688228,False,False,False,18,Perishables,2340.67526349892
DRD25,6.135,Low Fat,0.0791135235,Soft Drinks,114.286,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.906,DRD,0.17784813868993574,False,False,False,28,Staples,2277.8442668817206
FDK25,11.6,Regular,0.156802171,Breakfast,168.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324,FDK,1.7324262609700296,False,False,False,21,Staples,2438.841866021505
FDF02,16.2,Low Fat,0.103634038,Canned,101.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99,FDF,0.66851256155496,False,False,False,26,Staples,2348.3546346236562
FDC04,15.6,Low Fat,0.045055587,Dairy,242.3854,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.854,FDC,-0.5036635708929179,False,False,False,26,Perishables,2348.3546346236562
FDH21,10.395,Low Fat,0.031199028,Seafood,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,316.9208,FDH,-0.7809383615434223,False,False,False,38,Perishables,2298.995255579399
DRG03,14.5,Low Fat,0.062239081,Dairy,154.2998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.7978,DRG,-0.15981559958242153,False,False,False,16,Perishables,1995.498739224138
NCY06,15.25,Low Fat,0.06153089,Household,132.2968,OUT017,2007,Small,Tier 2,Supermarket Type1,1696.4584,NCY,-0.17398675933900845,False,False,False,18,Household,2340.67526349892
FDM08,10.1,Regular,0.053692878,Fruits and Vegetables,222.9088,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,FDM,-0.33082823321546956,False,False,False,23,Perishables,2192.384797631862
NCD31,12.1,Low Fat,0.01545846,Household,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.9572,NCD,-1.0959128582362905,False,False,False,26,Household,2348.3546346236562
FDU09,7.71,Regular,0.06627464,Snack Foods,54.1956,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.758,FDU,-0.07906259467819114,False,False,False,40,Staples,3694.0385576470585
FDB49,8.3,Regular,0.030274175,Baking Goods,98.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.2296,FDB,-0.7994450068048824,False,False,False,16,Staples,1995.498739224138
FDQ58,7.315,Low Fat,0.015332872,Snack Foods,154.034,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536,FDQ,-1.0984259198418604,False,False,False,23,Staples,2192.384797631862
FDJ58,15.6,Regular,0.10589167,Snack Foods,172.6764,OUT017,2007,Small,Tier 2,Supermarket Type1,2920.1988,FDJ,0.7136885998604209,False,False,False,18,Staples,2340.67526349892
NCN30,16.35,Low Fat,0.016910914,Household,96.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656,NCN,-1.0668487248695948,False,False,False,40,Household,3694.0385576470585
FDA52,16.2,Regular,0.128621941,Frozen Foods,175.537,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,FDA,1.168529598477338,False,False,False,26,Perishables,2348.3546346236562
NCN42,20.25,Low Fat,0.014153743,Household,145.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.6868,NCN,-1.1220207204431454,False,False,False,40,Household,3694.0385576470585
FDF04,17.5,Low Fat,0.013637046,Frozen Foods,258.5304,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.9296,FDF,-1.132360015538323,False,False,False,28,Perishables,2277.8442668817206
FDY15,18.25,Regular,0.171523928,Dairy,155.863,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.945,FDY,2.0270139786120938,False,False,False,16,Perishables,1995.498739224138
FDT03,21.25,Low Fat,0.009950343,Meat,185.5608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.6944,FDT,-1.2061322848669196,False,False,False,40,Perishables,3694.0385576470585
DRL59,16.75,Low Fat,0.037160705,Hard Drinks,54.2298,OUT019,1985,Small,Tier 1,Grocery Store,161.7894,DRL,-0.6616430341752837,False,False,False,40,Staples,340.3297227272727
FDW08,12.1,Low Fat,0.148986013,Fruits and Vegetables,106.528,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.808,FDW,1.5760220935904325,False,False,False,16,Perishables,1995.498739224138
FDO50,16.25,Low Fat,0.078103689,Canned,91.1804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,FDO,0.1576409826724023,False,False,False,38,Staples,2298.995255579399
FDP26,7.785,Low Fat,0.140121306,Dairy,102.5306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.8978,FDP,1.398636078952667,False,False,False,16,Perishables,1995.498739224138
FDX01,10.1,Low Fat,0.040446145,Canned,118.115,OUT010,1998,Small,Tier 3,Grocery Store,116.515,FDX,-0.5959001835732841,False,False,False,27,Staples,339.351661981982
FDU22,12.35,Low Fat,0.093824276,Snack Foods,119.9124,OUT017,2007,Small,Tier 2,Supermarket Type1,2014.7108,FDU,0.4722156522803505,False,False,False,18,Staples,2340.67526349892
FDQ08,15.7,Regular,0.018926773,Fruits and Vegetables,60.2536,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.8184,FDQ,-1.0265106523217178,False,False,False,21,Perishables,2438.841866021505
NCN54,20.35,Low Fat,0.021322439,Household,79.1328,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.7248,NCN,-0.9785725034191995,False,False,False,21,Household,2438.841866021505
FDR01,5.405,Regular,0.05336162,Canned,200.1742,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.3002,FDR,-0.33745682640381486,False,False,False,40,Staples,3694.0385576470585
FDB53,13.35,Low Fat,0.138777108,Frozen Foods,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872,FDB,1.3717381875611012,False,False,False,40,Perishables,3694.0385576470585
DRN47,12.1,Low Fat,0.016823566,Hard Drinks,178.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.086,DRN,-1.0685965901522916,False,False,False,21,Staples,2438.841866021505
FDR39,20.35,Low Fat,0.083799283,Meat,184.1292,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.1504,FDR,0.2716118923318834,False,False,False,28,Perishables,2277.8442668817206
NCL30,18.1,Low Fat,0.048940428,Household,127.5336,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.6704,NCL,-0.42592648804388616,False,False,False,28,Household,2277.8442668817206
FDT02,12.6,Low Fat,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622,FDT,-0.9191246932464978,False,False,False,16,Perishables,1995.498739224138
FDT25,7.5,Low Fat,0.050829881,Canned,122.7072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0864,FDT,-0.38811784557940654,False,False,False,26,Staples,2348.3546346236562
FDH53,20.5,Regular,0.0191917445,Frozen Foods,83.2592,OUT017,2007,Small,Tier 2,Supermarket Type1,1155.8288,FDH,-1.0212084761327485,False,False,False,18,Perishables,2340.67526349892
DRB48,16.75,Regular,0.024994069,Soft Drinks,37.4822,OUT017,2007,Small,Tier 2,Supermarket Type1,549.9508,DRB,-0.9051018503085598,False,False,False,18,Staples,2340.67526349892
FDX16,17.85,Low Fat,0.110152524,Frozen Foods,150.205,OUT010,1998,Small,Tier 3,Grocery Store,149.805,FDX,0.7989498397427298,False,False,False,27,Perishables,339.351661981982
FDH48,13.5,Low Fat,0.060603014,Baking Goods,85.554,OUT045,2002,Small,Tier 2,Supermarket Type1,1731.08,FDH,-0.1925538959311182,False,False,False,23,Staples,2192.384797631862
FDF20,12.85,Low Fat,0.033192524,Fruits and Vegetables,199.0768,OUT013,1987,High,Tier 3,Supermarket Type1,3153.2288,FDF,-0.7410477807677321,False,False,False,38,Perishables,2298.995255579399
FDJ03,12.35,Regular,0.121174241,Dairy,47.8692,OUT010,1998,Small,Tier 3,Grocery Store,49.2692,FDJ,1.019498409830304,False,False,False,27,Perishables,339.351661981982
DRJ35,10.1,Low Fat,0.046848053,Hard Drinks,60.6878,OUT017,2007,Small,Tier 2,Supermarket Type1,363.5268,DRJ,-0.46779567361061664,False,False,False,18,Staples,2340.67526349892
NCN17,11.0,Low Fat,0.05489331,Health and Hygiene,101.9358,OUT013,1987,High,Tier 3,Supermarket Type1,1105.8938,NCN,-0.30680715182793555,False,False,False,38,Household,2298.995255579399
FDN09,14.15,Low Fat,0.034868095,Snack Foods,243.7828,OUT035,2004,Small,Tier 2,Supermarket Type1,6579.4356,FDN,-0.7075189949959502,False,False,False,21,Staples,2438.841866021505
NCR30,20.6,Low Fat,0.070933894,Household,74.8696,OUT013,1987,High,Tier 3,Supermarket Type1,223.7088,NCR,0.014170774258319434,False,False,False,38,Household,2298.995255579399
FDW23,5.765,Low Fat,0.0821398,Baking Goods,37.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.246,FDW,0.23840503329761142,False,False,False,26,Staples,2348.3546346236562
DRN35,8.01,Low Fat,0.117580062,Hard Drinks,36.6532,OUT010,1998,Small,Tier 3,Grocery Store,71.9064,DRN,0.9475775794289438,False,False,False,27,Staples,339.351661981982
FDL08,10.8,Low Fat,0.049819857,Fruits and Vegetables,243.2144,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,FDL,-0.4083287935609353,False,False,False,23,Perishables,2192.384797631862
DRL35,15.7,Low Fat,0.030877303,Hard Drinks,42.177,OUT017,2007,Small,Tier 2,Supermarket Type1,735.709,DRL,-0.78737619593088,False,False,False,18,Staples,2340.67526349892
NCS42,8.6,Low Fat,0.069524391,Household,91.8146,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.5796,NCS,-0.014033893960266145,False,False,False,26,Household,2348.3546346236562
NCY29,13.65,Low Fat,0.076860103,Health and Hygiene,55.993,OUT027,1985,Medium,Tier 3,Supermarket Type3,1471.418,NCY,0.1327563740328476,False,False,False,40,Household,3694.0385576470585
FDO32,6.36,Low Fat,0.121034655,Fruits and Vegetables,47.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938,FDO,1.016705243148176,False,False,False,16,Perishables,1995.498739224138
NCU17,5.32,Low Fat,0.092865746,Health and Hygiene,100.6674,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.5524,NCU,0.4530351179873685,False,False,False,21,Household,2438.841866021505
FDY03,17.6,Regular,0.075753207,Meat,111.1202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.5656,FDY,0.11060698206101102,False,False,False,40,Perishables,3694.0385576470585
NCI30,20.25,Low Fat,0.103188491,Household,244.346,OUT019,1985,Small,Tier 1,Grocery Store,246.346,NCI,0.6595970038649187,False,False,False,40,Household,340.3297227272727
FDI04,13.65,Regular,0.072559351,Frozen Foods,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.1094,FDI,0.0466967606440012,False,False,False,40,Perishables,3694.0385576470585
FDC35,7.435,Low Fat,0.122735471,Starchy Foods,205.2638,OUT013,1987,High,Tier 3,Supermarket Type1,3520.0846,FDC,1.0507391905614571,False,False,False,38,Staples,2298.995255579399
FDN38,6.615,Regular,0.091971856,Canned,251.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,6008.1792,FDN,0.43514805362928527,False,False,False,28,Staples,2277.8442668817206
FDJ48,11.3,Low Fat,0.056434817,Baking Goods,247.8118,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.1416,FDJ,-0.2759610355077664,False,False,False,28,Staples,2277.8442668817206
FDH57,10.895,Low Fat,0.035740763,Fruits and Vegetables,131.9284,OUT035,2004,Small,Tier 2,Supermarket Type1,659.142,FDH,-0.6900565905846245,False,False,False,21,Perishables,2438.841866021505
FDI40,11.5,Regular,0.125602951,Frozen Foods,100.8358,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.2518,FDI,1.1081185093876178,False,False,False,28,Perishables,2277.8442668817206
FDF50,4.905,Low Fat,0.116762173,Canned,198.9768,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.8432,FDF,0.9312113227522067,False,False,False,40,Staples,3694.0385576470585
FDA07,7.55,Regular,0.030918873,Fruits and Vegetables,123.9072,OUT013,1987,High,Tier 3,Supermarket Type1,1102.5648,FDA,-0.7865443650955808,False,False,False,38,Perishables,2298.995255579399
FDZ60,20.5,Low Fat,0.119848041,Baking Goods,109.4596,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.4384,FDZ,0.9929606649716635,False,False,False,16,Staples,1995.498739224138
FDW38,5.325,Regular,0.139464425,Dairy,53.2298,OUT017,2007,Small,Tier 2,Supermarket Type1,1240.3854,FDW,1.385491650977634,False,False,False,18,Perishables,2340.67526349892
NCF55,6.675,Low Fat,0.021666335,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.059,NCF,-0.9716910192494612,False,False,False,28,Household,2277.8442668817206
FDR37,16.5,Regular,0.066249551,Breakfast,183.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.7212,FDR,-0.07956463470289196,False,False,False,28,Staples,2277.8442668817206
